"age"	"hours"	"edu"	"race"	"mari.sta"	"workclass"	"gender"	"income"
"327"	31	40	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"328"	23	30	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"329"	36	40	"HighGrad"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"330"	34	12	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"331"	37	50	"Bachelors"	"Black"	"Married"	"Private"	"Male"	">50K"
"332"	33	45	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"333"	50	80	"Master"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"334"	32	40	"Community"	"Black"	"Not_married"	"Federal-gov"	"Male"	"<=50K"
"335"	35	40	"Bachelors"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"336"	37	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"337"	44	60	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"338"	57	25	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"339"	29	40	"Community"	"White"	"Married"	"Local-gov"	"Female"	"<=50K"
"340"	55	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"341"	43	25	"Master"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"342"	43	70	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"343"	45	60	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"344"	33	8	"Master"	"White"	"Married"	"Self-emp-not-inc"	"Female"	"<=50K"
"345"	26	40	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"346"	23	68	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"347"	41	40	"dropout"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"348"	24	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"349"	47	44	"Bachelors"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"350"	34	45	"HighGrad"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"351"	40	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"352"	28	40	"Bachelors"	"Asian-Pac-Islander"	"Married"	"Private"	"Female"	"<=50K"
"353"	24	40	"HighGrad"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Female"	"<=50K"
"354"	23	15	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"355"	43	40	"HighGrad"	"Black"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"356"	26	40	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"357"	58	35	"PhD"	"White"	"Married"	"Self-emp-not-inc"	"Female"	">50K"
"358"	52	35	"HighGrad"	"Black"	"Widow"	"Private"	"Female"	"<=50K"
"359"	47	35	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"360"	49	37	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"361"	40	40	"dropout"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"362"	62	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Female"	"<=50K"
"363"	49	55	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"364"	50	50	"Bachelors"	"White"	"Separated"	"Private"	"Female"	">50K"
"365"	31	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"366"	48	50	"Master"	"White"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"367"	24	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"368"	37	60	"HighGrad"	"Asian-Pac-Islander"	"Separated"	"Private"	"Male"	"<=50K"
"369"	45	45	"Bachelors"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	">50K"
"370"	36	45	"Master"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	"<=50K"
"371"	45	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"372"	41	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"373"	26	20	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"374"	17	25	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"375"	27	36	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"376"	43	65	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"377"	35	55	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"378"	38	40	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"379"	26	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"380"	28	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"381"	38	24	"Bachelors"	"White"	"Married"	"Private"	"Female"	">50K"
"382"	36	40	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"383"	33	40	"HighGrad"	"White"	"Married"	"Private"	"Female"	">50K"
"384"	19	70	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"385"	42	40	"dropout"	"White"	"Married"	"Federal-gov"	"Male"	"<=50K"
"386"	50	40	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"387"	30	30	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"388"	37	40	"Community"	"Asian-Pac-Islander"	"Married"	"State-gov"	"Male"	"<=50K"
"389"	54	40	"Master"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"390"	52	40	"Bachelors"	"White"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"391"	65	40	"dropout"	"Other"	"Married"	"Private"	"Male"	"<=50K"
"392"	33	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"393"	25	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"394"	24	45	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"395"	26	40	"Community"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"396"	39	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	">50K"
"397"	59	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"398"	29	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"399"	47	45	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"400"	64	50	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"401"	21	20	"HighGrad"	"Other"	"Not_married"	"Private"	"Male"	"<=50K"
"402"	32	40	"Community"	"Black"	"Married"	"Private"	"Female"	">50K"
"403"	26	37	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"404"	62	40	"Master"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"405"	32	55	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"406"	45	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"407"	31	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"408"	32	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"409"	24	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"410"	25	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"411"	41	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"412"	18	20	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"413"	44	55	"PhD"	"White"	"Married"	"Private"	"Male"	">50K"
"414"	40	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"415"	27	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"416"	23	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"417"	21	40	"Community"	"Other"	"Not_married"	"Private"	"Male"	"<=50K"
"418"	37	40	"HighGrad"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"419"	65	48	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"420"	43	40	"Master"	"White"	"Married"	"Federal-gov"	"Male"	">50K"
"421"	45	44	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"422"	24	40	"Bachelors"	"White"	"Not_married"	"State-gov"	"Female"	"<=50K"
"423"	24	42	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"424"	19	35	"Community"	"White"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"425"	37	65	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"426"	24	35	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"427"	34	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"428"	50	39	"HighGrad"	"White"	"Married"	"State-gov"	"Female"	"<=50K"
"429"	36	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"430"	39	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"431"	44	38	"dropout"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"432"	45	40	"HighGrad"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"433"	32	40	"dropout"	"White"	"Not_married"	"State-gov"	"Male"	"<=50K"
"434"	47	40	"Master"	"Black"	"Married"	"Federal-gov"	"Male"	">50K"
"435"	50	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"436"	32	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"437"	19	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"438"	28	10	"Master"	"White"	"Separated"	"State-gov"	"Male"	"<=50K"
"439"	28	50	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"440"	39	40	"Master"	"White"	"Not_married"	"Federal-gov"	"Male"	">50K"
"441"	21	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"442"	73	75	"Community"	"White"	"Widow"	"Self-emp-not-inc"	"Female"	"<=50K"
"443"	39	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"444"	25	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"445"	31	20	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"446"	51	32	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"447"	39	28	"Bachelors"	"White"	"Married"	"Private"	"Female"	"<=50K"
"448"	31	40	"Bachelors"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"449"	21	17	"Community"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"450"	46	50	"Bachelors"	"White"	"Separated"	"Private"	"Male"	">50K"
"451"	73	35	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"452"	41	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"453"	20	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"454"	27	30	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"455"	24	35	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"456"	20	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"457"	39	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"458"	27	28	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"459"	33	60	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"460"	33	40	"HighGrad"	"Amer-Indian-Eskimo"	"Married"	"Private"	"Male"	"<=50K"
"461"	36	40	"dropout"	"Black"	"Married"	"State-gov"	"Male"	"<=50K"
"462"	55	36	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"463"	19	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"464"	35	60	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"465"	34	40	"dropout"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"466"	62	35	"Master"	"White"	"Separated"	"State-gov"	"Female"	"<=50K"
"467"	33	40	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"468"	39	55	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"469"	36	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"470"	41	33	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"471"	39	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"472"	18	10	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"473"	61	45	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"474"	20	36	"Community"	"White"	"Not_married"	"Federal-gov"	"Female"	"<=50K"
"475"	35	65	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"476"	27	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"477"	66	38	"dropout"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"478"	21	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"479"	20	18	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"480"	34	40	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"481"	63	50	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"482"	31	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"483"	41	60	"PhD"	"White"	"Married"	"Private"	"Male"	"<=50K"
"484"	64	45	"dropout"	"Other"	"Married"	"State-gov"	"Male"	"<=50K"
"485"	32	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"486"	30	50	"HighGrad"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"487"	36	72	"Bachelors"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"488"	22	12	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"489"	53	50	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"490"	50	40	"HighGrad"	"Amer-Indian-Eskimo"	"Widow"	"Private"	"Female"	"<=50K"
"491"	36	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"492"	41	40	"dropout"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"493"	55	35	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"494"	38	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"495"	28	50	"Bachelors"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"496"	24	37	"Bachelors"	"White"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"497"	60	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"498"	54	40	"dropout"	"Black"	"Married"	"Private"	"Male"	"<=50K"
"499"	27	60	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"500"	30	30	"Master"	"White"	"Married"	"Private"	"Female"	"<=50K"
"501"	54	45	"HighGrad"	"White"	"Widow"	"Private"	"Male"	"<=50K"
"502"	44	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"503"	52	60	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"504"	18	20	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"505"	55	50	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"506"	35	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"507"	37	40	"Bachelors"	"White"	"Separated"	"Private"	"Female"	">50K"
"508"	22	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"509"	45	45	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"510"	38	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"511"	48	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"512"	35	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"513"	21	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"514"	37	60	"HighGrad"	"Asian-Pac-Islander"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"515"	18	25	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"516"	26	35	"dropout"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"517"	48	50	"Bachelors"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"518"	51	40	"Community"	"Black"	"Separated"	"Private"	"Male"	">50K"
"519"	52	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"520"	32	40	"Bachelors"	"White"	"Married"	"State-gov"	"Male"	">50K"
"521"	39	60	"Bachelors"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"522"	51	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"523"	54	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"524"	21	25	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"525"	43	40	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"526"	32	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"527"	31	35	"Master"	"White"	"Married"	"State-gov"	"Male"	">50K"
"528"	26	60	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"529"	35	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"530"	73	54	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"531"	25	40	"Bachelors"	"White"	"Not_married"	"Self-emp-not-inc"	"Female"	"<=50K"
"532"	58	65	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"533"	32	37	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"534"	28	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"535"	41	30	"Master"	"White"	"Not_married"	"Self-emp-not-inc"	"Female"	"<=50K"
"536"	53	48	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"537"	49	35	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"538"	55	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"539"	29	50	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"540"	28	80	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"541"	44	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"542"	41	45	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"543"	26	45	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"544"	23	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"545"	37	40	"Bachelors"	"White"	"Married"	"Self-emp-not-inc"	"Female"	">50K"
"546"	23	50	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	">50K"
"547"	33	40	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"548"	44	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	">50K"
"549"	21	30	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"550"	36	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"551"	44	40	"Bachelors"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"552"	23	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"553"	26	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"554"	32	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"555"	31	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"556"	50	35	"HighGrad"	"Black"	"Separated"	"Local-gov"	"Female"	"<=50K"
"557"	18	20	"Community"	"White"	"Not_married"	"Self-emp-inc"	"Female"	"<=50K"
"558"	49	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"559"	59	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"560"	38	28	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"561"	50	55	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"562"	51	55	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"563"	22	35	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"564"	54	40	"HighGrad"	"White"	"Married"	"Private"	"Female"	">50K"
"565"	37	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"566"	31	60	"Bachelors"	"White"	"Widow"	"Private"	"Male"	"<=50K"
"567"	67	40	"Bachelors"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"568"	21	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"569"	30	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"570"	32	50	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"571"	36	40	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"572"	33	40	"Bachelors"	"Black"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"573"	37	56	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"574"	29	48	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"575"	26	40	"Community"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"576"	51	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"577"	39	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"578"	18	30	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"579"	52	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"580"	31	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"581"	45	53	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"582"	38	38	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"583"	21	35	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"584"	33	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"585"	39	40	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"586"	31	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"587"	43	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"588"	33	45	"Bachelors"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"589"	49	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"590"	41	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"591"	55	40	"Community"	"White"	"Separated"	"Self-emp-not-inc"	"Male"	"<=50K"
"592"	52	37	"Community"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"593"	42	40	"Bachelors"	"Black"	"Separated"	"Private"	"Male"	"<=50K"
"594"	24	30	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"595"	42	52	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"596"	41	40	"Bachelors"	"White"	"Married"	"State-gov"	"Male"	">50K"
"597"	35	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"598"	54	42	"Master"	"White"	"Separated"	"Federal-gov"	"Male"	">50K"
"599"	24	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"600"	57	40	"Bachelors"	"White"	"Married"	"Federal-gov"	"Female"	">50K"
"601"	58	40	"Master"	"White"	"Married"	"State-gov"	"Male"	">50K"
"602"	32	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"603"	22	25	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"604"	20	25	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"605"	51	40	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"606"	26	20	"HighGrad"	"Black"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"607"	33	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"608"	19	40	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"609"	50	20	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Female"	">50K"
"610"	32	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"611"	51	40	"Bachelors"	"Black"	"Married"	"Local-gov"	"Male"	">50K"
"612"	18	20	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Female"	"<=50K"
"613"	35	50	"Master"	"White"	"Married"	"Federal-gov"	"Male"	">50K"
"614"	46	55	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"615"	37	45	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"616"	45	20	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"617"	63	32	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"618"	53	10	"HighGrad"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"619"	24	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"620"	43	32	"Community"	"White"	"Not_married"	"Private"	"Female"	">50K"
"621"	47	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"622"	41	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"623"	27	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"624"	35	75	"HighGrad"	"Black"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"625"	19	24	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"626"	47	35	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"627"	25	40	"Bachelors"	"Black"	"Not_married"	"Federal-gov"	"Female"	"<=50K"
"628"	59	40	"Master"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"629"	28	40	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"630"	17	20	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"631"	21	50	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"632"	31	40	"HighGrad"	"Other"	"Separated"	"Private"	"Female"	"<=50K"
"633"	49	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"634"	48	50	"Master"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"635"	60	20	"PhD"	"White"	"Separated"	"Self-emp-not-inc"	"Male"	"<=50K"
"636"	33	40	"dropout"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
